step,success_rate,grasp_rate,mean_return,mean_max_lift,train_return,alpha,critic_loss,actor_loss,bc_coef,wall_seconds
25000,0.0000,0.3667,-22.053,0.0077,-35.886,0.1500,0.8160,8.0582,0.0000,136.4
50000,0.0000,0.5333,-11.144,0.0100,-24.204,0.1500,1.6517,8.5035,0.0000,275.3
75000,0.0000,0.6333,-8.923,0.0064,-28.677,0.1500,2.6043,9.7817,0.0000,413.8
100000,0.0000,0.6333,-7.774,0.0086,-30.786,0.1500,4.4793,8.7427,0.0000,553.1
125000,0.0000,0.6000,-6.262,0.0092,-29.636,0.1500,2.6372,9.4907,0.0000,691.7
150000,0.0000,0.6000,-8.379,0.0115,-27.522,0.1500,3.0359,8.2661,0.0000,832.0
175000,0.0000,0.7333,0.926,0.0148,-18.652,0.1500,2.5864,8.6966,0.0000,970.0
200000,0.0333,0.7333,19.350,0.0111,-28.229,0.1500,3.7012,8.6395,0.0000,1108.8
