step,success_rate,grasp_rate,mean_return,mean_max_lift,train_return,alpha,critic_loss,actor_loss,bc_coef,wall_seconds
25000,0.0000,0.6000,-15.583,0.0109,-29.460,0.1500,1.2503,15.6990,0.0000,262.3
50000,0.0000,0.6333,-18.565,0.0115,-34.380,0.1500,1.6735,14.3924,0.0000,528.6
75000,0.0000,0.8667,-11.726,0.0087,-25.221,0.1500,2.5318,13.7742,0.0000,796.2
100000,0.0000,0.8000,-6.557,0.0091,-20.111,0.1500,2.6509,13.8400,0.0000,1061.2
125000,0.0000,0.8333,2.279,0.0190,-20.771,0.1500,2.1717,13.0110,0.0000,1289.1
150000,0.0000,0.7000,1.925,0.0392,-22.646,0.1500,3.7458,13.2471,0.0000,1496.6
175000,0.0000,0.8667,8.836,0.0753,-20.684,0.1500,4.3915,13.4705,0.0000,1705.3
200000,0.1333,0.8000,116.385,0.1029,59.628,0.1500,8.5213,11.9249,0.0000,1913.0
