step,success_rate,grasp_rate,mean_return,mean_max_lift,train_return,alpha,critic_loss,actor_loss,bc_coef,wall_seconds
25000,0.0000,0.4667,-33.761,0.0095,-34.003,0.0500,1.5064,23.8671,0.0000,257.3
50000,0.0000,0.8000,-12.780,0.0122,-27.251,0.0500,2.5626,22.2347,0.0000,519.2
75000,0.0000,0.7667,-22.026,0.0091,-22.132,0.0500,3.2462,18.8726,0.0000,783.1
100000,0.0000,0.7000,-5.136,0.0436,2.195,0.0500,9.7634,21.0998,0.0000,1045.7
125000,0.1000,0.6000,78.058,0.0666,36.718,0.0500,18.0586,18.9793,0.0000,1306.9
150000,0.2333,0.6667,148.655,0.0918,176.008,0.0524,49.9568,10.4952,0.0000,1568.1
175000,0.2000,0.6333,108.133,0.0763,97.586,0.0605,137.6810,-1.3302,0.0000,1829.0
200000,0.1333,0.7333,67.850,0.0798,19.733,0.0616,108.1247,8.7881,0.0000,2089.4
