step,success_rate,grasp_rate,mean_return,mean_max_lift,train_return,alpha,critic_loss,actor_loss,bc_coef,wall_seconds
25000,0.0000,0.4000,-24.295,0.0222,-28.908,0.1500,1.5687,14.7906,0.0000,308.6
50000,0.0000,0.7000,-15.971,0.0174,-31.547,0.1500,2.7383,14.3340,0.0000,627.8
75000,0.1667,0.6667,117.699,0.0986,91.031,0.1500,20.0537,10.1935,0.0000,945.8
100000,0.3667,0.7667,228.044,0.0886,149.041,0.1500,100.0910,-6.9310,0.0000,1262.9
125000,0.5000,0.9667,333.225,0.1350,284.651,0.1500,207.9276,-29.1342,0.0000,1580.1
150000,0.5333,0.9000,345.075,0.1159,292.763,0.1500,223.5608,-40.5719,0.0000,1896.7
175000,0.5667,0.9333,419.068,0.1360,398.607,0.1500,332.4061,-42.6851,0.0000,2215.0
200000,0.6000,0.9667,414.418,0.1462,327.445,0.1500,333.2489,-54.7693,0.0000,2530.5
